SKU,Nama Barang,SKU GPU
102576,RTL CST Hati Sapi Astro 250 gr,102576
100225,RTL CST Hati Sapi PF 500 gr,100225
102756,RTL CST Konro Besar Astro 500 gr,102756
102755,RTL CST Lidah Bistik Astro 250 gr,102755
102575,RTL CST Lidah Slice Astro 250 gr,102575
102754,RTL CST Meltique Mess Astro 1000 gr,102754
101232,RTL CST Neck Bone Astro 500 gr,101232
102356,RTL CST Oxtail Astro 500 gr,102356
101233,RTL CST Oxtail Lokal Premium PF 500 gr,101233
102503,RTL CST Rendang Potong Astro 500 gr,102503
100540,RTL CST Ribeye Meltique Astro 200 gr,100540
100208,RTL CST Saikoro Meltique Astro 500 gr,100208
101350,RTL CST Short Rib Kecil PF 500 gr,101350
102635,RTL CST Slice AUS Shortplate Astro 250 gr,102635
100209,RTL CST Slice AUS Shortplate Value Astro 250 gr,100209
100603,RTL CST Slice Brisket Astro 250 gr,100603
102752,RTL CST Slice Brisket Astro 500 gr,102752
102801,RTL CST Slice Ekonomis Fatty Astro 250 gr,102801
102802,RTL CST Slice Ekonomis Fatty Astro 500 gr,102802
100930,RTL CST Slice Ekonomis Fatty PF 500 gr,100930
102800,RTL CST Slice Ekonomis Less Fat Astro 500 gr,102800
102804,RTL CST Slice Meltique Astro 250 gr,102804
102803,RTL CST Slice Meltique Astro 500 gr,102803
102806,RTL CST Slice Sirloin Astro 250 gr,102806
102805,RTL CST Slice Sirloin Astro 500 gr,102805
102502,RTL CST Slice Teriyaki Astro 250 gr,102502
102581,RTL CST Slice US Shortplate Astro 500 gr,102581
100935,RTL CST Striploin Meltique Astro 200 gr,100935
100205,RTL CST Tenderloin Meltique Astro 200 gr,100205
102771,RTLP Richeese Flying Chicken Tempura 500 gr,102771
102772,RTLP Richeese Nugget Crunchy Bubble 250 gr,102772
102770,RTLP Richeese Nugget Crunchy Bubble 500 gr,102770
102773,RTLP Richeese Nugget Classic Recipe 250 gr,102773
102774,RTLP Richeese Shoestring Batter Coated 450 gr,102774
102775,RTLP Richeese Shoestring Batter Coated 900 gr,102775
102776,RTLP Richeese Smoked Bratwurst 360 gr,102776
101224,[FREE GOODS] RTLP Mamasuka Mayonnaise 100gr,101224
102647,RTL Slice Value 250 gr,102647
102648,RTL Slice Value 500 gr,102648
102819,RTLP Diamond Juice Orange UHT 200 ml,102819
102820,RTLP Diamond Juice Guava UHT 200 ml,102820
102821,RTLP Diamond Juice Apple UHT 200 ml,102821
102822,RTLP Diamond Juice Blueberry UHT 200 ml,102822
102823,RTLP Diamond Juice Cranberry UHT 200 ml,102823
102824,RTLP Diamond Juice Orange UHT 1 L,102824
102825,RTLP Diamond Juice Apple UHT 1 L,102825
102762,RTLP Mamasuka Crunchy Nugget 150 gr,102762
102763,RTLP Mamasuka Crunchy Nugget 400 gr,102763
102857,RTL Mixed California Capcay 1 kg,102857
102856,RTL Mixed California Capcay 500 gr,102856
610001,Paket Bundling Munggahan A,610001
610002,Paket Bundling Munggahan B,610002
610003,Paket Bundling Munggahan C,610003
103123,RTL Mixed Vegetables 4 Ways 1000 gr,103123
100889,RTL Daging Semur Ekonomis 1000 gr,100889
103081,RTLP Kebab King Mozarella 350 gr,103081
103078,RTLP Kebab King Ori Panjang Tomat 350 gr,103078
103079,RTLP Kebab King Ori Sedang 350 gr,103079
103080,RTLP Kebab King Saos Cabe 350 gr,103080
103138,RTLP Surifood Paket Sayang,103138
103139,RTLP Surifood Paket Sikat,103139
103140,RTLP Surifood Paket Sarasehan,103140
103141,RTLP Surifood Paket Santap,103141
103155,RTLP Cooking Master Frozen Spice Diced Onion 500 gr,103155
103156,RTLP Cooking Master Frozen Spice Diced Garlic 500 gr,103156
103158,Paket Hampers Lebaran BBQ Regular Non PPN,103158
103159,Paket Hampers Lebaran BBQ Regular PPN,103159
103160,Paket Hampers Lebaran BBQ Wagyu Non PPN,103160
103161,Paket Hampers Lebaran BBQ Wagyu PPN,103161
610004,Paket Hampers Lebaran BBQ Regular,610004
610005,Paket Hampers Lebaran BBQ Wagyu,610005
103171,RTLP Nikmat Beef Cooked Salami 250 gr,103171
103172,RTLP Nikmat Beef Pastrami 250 gr,103172
103173,RTLP Nikmat Beef Pepperoni 250 gr,103173
103174,RTLP Nikmat Beef Smoked Brisket 250 gr,103174
103175,RTLP Nikmat Chicken Pastrami 250 gr,103175
103204,RTLP Sreeya Parting Ayam Marinasi 1 kg,103204
103205,RTLP Sreeya Parting Ayam Sayap Marinasi 1 kg,103205
103157,RTLP ABC Kecap Manis Botol 130 ml,103157
102090,RTL CST Daging Giling Special OSV 250 gr,102090
102091,RTL CST Hati Sapi OSV 250 gr,102091
101349,RTL CST Slice Ekonomis Less Fat OSV 250 gr,101349
103124,RTLP Mamasuka Chicken Wings Cheese Buldak 200 gr,103124
103125,RTLP Mamasuka Chicken Wings Korean Buldak 200 gr,103125
102839,RTLP Kingfish Chikuwa 500 gr,102839
102840,RTLP Kingfish Chikuwa Long 500 gr,102840
102837,RTLP Kingfish Crab Claw (Imitation) 450 gr,102837
102836,RTLP Kingfish Crab Claw With Original Claw 450 gr,102836
102835,RTLP Kingfish Crab Stick 450 gr,102835
102842,RTLP Kingfish Seafood Tofu 500 gr,102842
102833,RTLP Kingfish Shrimp Tail Size Medium 450 gr,102833
103126,RTLP Mamasuka Chicken Wings Sweet & Spicy 200 gr,103126
103201,CST Neckbone WT,103201
103200,CST Oxtail WT,103200
103202,CST Shortrib WT,103202
103218,RTLP Richeese Nugget Crunchy Bubble 125 gr,103218
900001,RICHEESE Deals - Crispy Crumb 500gr FREE Crispy Crumb 125 gr,900001
900002,RICHEESE Deals - Chicken Tempura 500gr FREE Crispy Crumb 125 gr,900002
102612,RTL Allana 272 FQ Boneless Short Ribs Trays 450gr,102612
103239,RTL Black Angus 1953 Boneless Shortrib Yakiniku 250 gr,103239
103240,RTL Black Angus 1953 Brisket Slice 250 gr,103240
103241,RTL Black Angus 1953 Karubi Yakiniku 250 gr,103241
103242,RTL Black Angus 1953 Oyster Blade Steak 130 gr,103242
103243,RTL Black Angus 1953 Oyster Blade Steak 150 gr,103243
103244,RTL Black Angus 1953 Ribeye Steak 200 gr,103244
103245,RTL Black Angus 1953 Ribeye Steak 230 gr,103245
103246,RTL Black Angus 1953 Ribeye Steak 250 gr,103246
103247,RTL Black Angus 1953 Sirloin Steak 200 gr,103247
103249,RTL Black Angus 1953 Tenderloin Steak 130 gr,103249
103250,RTL Black Angus 1953 Tenderloin Steak 150 gr,103250
103352,RTL Black Angus 1953 Sirloin Steak 250 gr,103352
103353,RTL Black Angus 1953 Sirloin Steak 230 gr,103353
11874,RTLF Daging Sengkel Potong Fresh,11874
103330,RTLP Kibif Bockwurst Blackpepper 310 gr,103330
103198,RTLP Kibif Bockwurst Keju 310 gr,103198
103329,RTLP Kibif Bockwurst Original 310 gr,103329
103341,RTLP Mamasuka Gim Bori Original 25 gr,103341
103342,RTLP Mamasuka Gim Bori Spicy 25 gr,103342
103343,RTLP Mamasuka Gim Bori Pouch Original 50 gr,103343
103344,RTLP Mamasuka Gim Bori Pouch Spicy 50 gr,103344
103364,RTL Black Angus 1953 Flank Steak 300 gr,103364
103363,RTL Black Angus 1953 Flank Steak 350 gr,103363
103362,RTL Black Angus 1953 Flank Steak 400 gr,103362
103248,RTL Black Angus 1953 Flank Steak 450 gr,103248
103354,RTL Black Angus 1953 Flank Steak 500 gr,103354
103355,RTL Black Angus 1953 Flank Steak 550 gr,103355
103358,RTL Black Angus 1953 Flank Steak 600 gr,103358
103359,RTL Black Angus 1953 Flank Steak 650 gr,103359
103360,RTL Black Angus 1953 Flank Steak 700 gr,103360
103361,RTL Black Angus 1953 Flank Steak 750 gr,103361
102252,Plastik Karton Besar,102252
102253,Plastik Karton Kecil,102253
103345,RTL Tulang Rangu Sapi 500 gr,103345
103256,RTLP Belfoods Ayam Goreng Renyah 500 gr,103256
103262,RTLP Belfoods Chicken Nugget 500 gr,103262
103265,RTLP Belfoods Chicken Nugget Ceria 500 gr,103265
103271,RTLP Belfoods Chicken Stick 500 gr,103271
103276,RTLP Belfoods Crunchy Nugget 500 gr,103276
103279,RTLP Belfoods Kentang Goreng Shoestring 500 gr,103279
103282,RTLP Belfoods Sosis Ayam SP 200 gr,103282
103283,RTLP Belfoods Spicy Wing 500 gr,103283
103296,RTLP Royal Crispy Karaage 500 gr,103296
103299,RTLP Royal Golden Fillet 250 gr,103299
103300,RTLP Royal Golden Fillet 500 gr,103300
103305,RTLP Royal Nugget S 470 gr,103305
103304,RTLP Royal Nugget S 250 gr,103304
103281,RTLP Belfoods Sosis Ayam Cocktail 190 gr,103281
103280,RTLP Belfoods Sosis Ayam Cocktail 400 gr,103280
103278,RTLP Belfoods Kentang Goreng Shoestring 175 gr,103278
103272,RTLP Belfoods Cornflakes Nugget 120 gr,103272
103273,RTLP Belfoods Cornflakes Nugget 450 gr,103273
103275,RTLP Belfoods Crunchy Nugget 140 gr,103275
103266,RTLP Belfoods Chicken Nugget Safari 450 gr,103266
103269,RTLP Belfoods Chicken Stick 170 gr,103269
103270,RTLP Belfoods Chicken Stick 250 gr,103270
103263,RTLP Belfoods Chicken Nugget Ceria 170 gr,103263
103257,RTLP Belfoods Ayam Goreng Renyah Pedaaaz 500 gr,103257
103258,RTLP Belfoods Baso Ayam SP 100 gr,103258
103284,RTLP Belfoods Spicy Wings 160 gr,103284
103285,RTLP Belfoods Stick Crunchy Nugget 120 gr,103285
103286,RTLP Belfoods Stick Crunchy Nugget 450 gr,103286
103308,RTLP Uenaaak Bakso Umm 500 gr,103308
103309,RTLP Uenaaak Baso Ayam Mini Umm 500 gr,103309
103310,RTLP Uenaaak Belfoods Kornet Ayam 450 gr,103310
103327,RTLP Uenaaak Chicken Stick 500 gr,103327
103314,RTLP Uenaaak Nugget Coin 500 gr,103314
103315,RTLP Uenaaak Nugget S 1000 gr,103315
103316,RTLP Uenaaak Nugget S 250 gr,103316
103317,RTLP Uenaaak Nugget S 500 gr,103317
103318,RTLP Uenaaak Polll 500gr 500 gr,103318
103319,RTLP Uenaaak Sosis Ayam 345 gr,103319
103320,RTLP Uenaaak Sosis Ayam 475 gr,103320
103321,RTLP Uenaaak Sosis Ayam 70 gr,103321
103323,RTLP Uenaaak Sosis Ayam 950 gr,103323
103328,RTLP Uenaaak Sosis Ayam 950 gr (40+1),103328
103324,RTLP Uenaaak Sosis Ayam Bakar Rasa Sapi 500 gr,103324
103325,RTLP Uenaaak Sosis Bakar 475 gr,103325
103288,RTLP Bonanza Bakso Sapi AB 10 500 gr,103288
103291,RTLP Bonanza Bakso Sapi Gold 500 gr,103291
103292,RTLP Royal Beef Frankfurter Sausage 200 gr,103292
103294,RTLP Royal Cheese Frankfurter Sausage 200 gr,103294
103295,RTLP Royal Cordon Bleu 250 gr,103295
103303,RTLP Royal Nugget Drummies 470 gr,103303
103306,RTLP Royal Nugget Stick 470 gr,103306
103307,RTLP Royal Smoked Chicken Sausage 200 gr,103307
103212,RTLP Suri Chicken Nugget 1000 gr,103212
103211,RTLP Suri Chicken Nugget 250 gr,103211
103350,RTL Sumo Hijau Beras 5 kg,103350
103349,RTL Sumo Merah Beras 5 kg,103349
